product_id,name,category,price,stock_qty
1207,Smartwatch 621,Electronics,339.43,3314
1208,Nail Polish 392,Beauty,65.71,2688
1209,Swim Goggles 571,Sports,53.51,2793
1210,Cookware Set 302,Home & Kitchen,216.28,4073
1211,Socks 985,Clothing,231.64,3343
1212,Hoodie 671,Clothing,297.42,2634
1213,Travel Guide 983,Books,79.85,4710
1214,Pillow 477,Home & Kitchen,261.34,4335
1215,Face Mask 017,Beauty,98.2,564
1216,Sunscreen 076,Beauty,30.24,2948
1217,Tennis Racket 955,Sports,124.33,4496
1218,Knife Set 517,Home & Kitchen,66.27,534
1219,Eye Cream 238,Beauty,52.59,2852
1220,Blender 513,Home & Kitchen,353.67,19
1221,Sunscreen 541,Beauty,128.46,2626
1222,Blanket 975,Home & Kitchen,493.3,4895
1223,Moisturizer 028,Beauty,38.92,3827
1224,Body Lotion 392,Beauty,75.49,487
1225,Smartphone 058,Electronics,736.65,4676
1226,Running Shoes 516,Sports,329.1,739
1227,Pillow 193,Home & Kitchen,140.34,4911
1228,Boots 286,Clothing,107.41,4977
1229,Shorts 221,Clothing,154.43,868
1230,Swim Goggles 507,Sports,241.65,2462
1231,Yoga Mat 401,Sports,305.05,165
1232,Charger 992,Electronics,1464.53,4751
1233,Charger 713,Electronics,1124.07,1425
1234,Yoga Mat 711,Sports,364.6,2338
1235,Jacket 065,Clothing,156.55,2346
1236,Children's Book 283,Books,71.96,451
1237,Socks 662,Clothing,283.61,2302
1238,Headphones 127,Electronics,458.44,2124
1239,Hoodie 106,Clothing,87.55,709
1240,Smartphone 994,Electronics,1212.0,911
1241,Jeans 277,Clothing,61.76,3091
1242,Webcam 029,Electronics,1558.05,4067
1243,Biography 845,Books,29.92,3220
1244,Webcam 791,Electronics,1974.18,2418
1245,Sunscreen 047,Beauty,27.7,422
1246,Laptop 922,Electronics,516.23,2965
1247,Conditioner 858,Beauty,14.31,2485
1248,Basketball 686,Sports,192.66,4696
1249,Hoodie 975,Clothing,38.06,3963
1250,Blender 923,Home & Kitchen,375.39,1683
1251,Perfume 024,Beauty,25.83,2503
1252,History Book 841,Books,26.01,895
1253,Children's Book 056,Books,59.09,4259
1254,Resistance Bands 990,Sports,281.1,664
1255,T-Shirt 634,Clothing,129.02,3563
1256,Textbook 369,Books,26.64,4316
1257,Sunscreen 506,Beauty,141.62,4892
1258,Monitor 621,Electronics,747.13,2192
1259,Basketball 451,Sports,239.23,4947
1260,Jacket 644,Clothing,55.48,1068
1261,Socks 438,Clothing,202.68,2408
1262,Water Bottle 855,Sports,102.88,873
1263,Conditioner 019,Beauty,74.79,804
1264,Bicycle Helmet 847,Sports,128.51,1664
1265,Dumbbells 700,Sports,377.5,3908
1266,Jeans 891,Clothing,147.72,1336
1267,Pillow 727,Home & Kitchen,377.78,694
1268,Sunscreen 795,Beauty,79.04,2083
1269,Bicycle Helmet 162,Sports,227.71,120
1270,Laptop 365,Electronics,1258.41,336
1271,Coffee Maker 309,Home & Kitchen,482.66,711
1272,Self-Help Book 705,Books,5.36,554
1273,Nail Polish 723,Beauty,99.67,419
1274,Air Fryer 943,Home & Kitchen,282.53,2339
1275,Cookbook 278,Books,51.68,785
1276,Monitor 704,Electronics,1183.24,633
1277,Tennis Racket 687,Sports,26.96,3140
1278,T-Shirt 380,Clothing,212.5,2544
1279,Science Book 491,Books,36.94,404
1280,Blender 196,Home & Kitchen,349.46,4745
1281,Shorts 782,Clothing,65.37,2730
1282,Lamp 672,Home & Kitchen,408.53,171
1283,Sneakers 801,Clothing,232.83,3459
1284,Moisturizer 569,Beauty,70.96,2723
1285,Lip Balm 278,Beauty,46.21,3129
1286,Headphones 440,Electronics,421.57,1483
1287,Dress 362,Clothing,284.44,4042
1288,Tablet 217,Electronics,1425.55,3803
1289,Headphones 718,Electronics,1093.09,1766
1290,Keyboard 299,Electronics,1243.52,2478
1291,Shampoo 356,Beauty,106.91,2401
1292,Laptop 923,Electronics,234.12,2913
1293,Conditioner 978,Beauty,102.4,1183
1294,Sunscreen 878,Beauty,86.77,2481
1295,Science Book 078,Books,74.78,3866
1296,Body Lotion 110,Beauty,6.24,4312
1297,Eye Cream 751,Beauty,11.53,1326
1298,Vacuum 833,Home & Kitchen,179.87,3080
1299,Dumbbells 211,Sports,334.92,3297
1300,Children's Book 894,Books,58.72,3730
1301,Science Book 983,Books,28.05,4505
1302,Perfume 168,Beauty,84.21,4475
1303,Dumbbells 478,Sports,251.85,4127
1304,Toaster 215,Home & Kitchen,326.08,2998
1305,Sneakers 249,Clothing,64.87,2544
1306,Pillow 226,Home & Kitchen,434.14,435
1307,Boots 320,Clothing,176.64,2075
1308,Blender 345,Home & Kitchen,356.39,500
1309,Camping Tent 573,Sports,238.76,3515
1310,Children's Book 163,Books,67.11,3247
1311,Sneakers 115,Clothing,33.84,2403
1312,Dumbbells 548,Sports,157.95,3619
1313,Lip Balm 776,Beauty,83.09,2470
1314,Running Shoes 229,Sports,136.36,3092
1315,Headphones 367,Electronics,695.14,4893
1316,Water Bottle 187,Sports,171.35,1439
1317,Science Book 781,Books,20.32,1232
1318,History Book 747,Books,52.91,1577
1319,Moisturizer 519,Beauty,73.95,3575
1320,Body Lotion 379,Beauty,108.62,46
1321,Monitor 951,Electronics,856.47,2407
1322,Textbook 462,Books,5.04,2417
1323,Travel Guide 126,Books,35.03,4702
1324,Face Mask 834,Beauty,126.56,3583
1325,Blender 275,Home & Kitchen,452.37,298
1326,Webcam 712,Electronics,63.8,4492
1327,Headphones 559,Electronics,848.82,4623
1328,Science Book 606,Books,43.66,4515
1329,Dumbbells 271,Sports,398.46,1611
1330,Jacket 519,Clothing,186.32,3490
1331,Tablet 630,Electronics,1227.84,1296
1332,Socks 651,Clothing,283.49,1414
1333,Vacuum 310,Home & Kitchen,384.83,1440
1334,Coffee Maker 188,Home & Kitchen,353.15,1265
1335,Camping Tent 138,Sports,232.45,4336
1336,Smartphone 875,Electronics,1596.15,4039
1337,Sunscreen 439,Beauty,42.56,102
1338,Hat 202,Clothing,43.5,584
1339,Conditioner 603,Beauty,14.32,134
1340,Monitor 674,Electronics,602.6,4283
1341,Blender 362,Home & Kitchen,89.95,2470
1342,Self-Help Book 491,Books,12.99,493
1343,Face Mask 827,Beauty,136.39,40
1344,Bicycle Helmet 109,Sports,40.04,4611
1345,Air Fryer 330,Home & Kitchen,375.65,2147
1346,Socks 124,Clothing,39.56,1714
1347,Dumbbells 225,Sports,40.35,4460
1348,Sunscreen 419,Beauty,74.96,3058
1349,Hat 023,Clothing,107.09,2569
1350,History Book 220,Books,15.43,1533
1351,Shampoo 822,Beauty,113.91,892
1352,Air Fryer 368,Home & Kitchen,41.64,3114
1353,Basketball 107,Sports,110.76,4021
1354,Bicycle Helmet 984,Sports,137.59,3281
1355,Smartphone 108,Electronics,556.32,4614
1356,T-Shirt 953,Clothing,284.2,1735
1357,Swim Goggles 807,Sports,177.25,108
1358,Sunscreen 457,Beauty,93.61,3206
1359,Smartphone 486,Electronics,1222.56,1387
1360,History Book 596,Books,47.42,4545
1361,Bicycle Helmet 059,Sports,341.66,3631
1362,Hat 373,Clothing,281.41,4406
1363,Hoodie 698,Clothing,233.29,602
1364,Dress 476,Clothing,298.63,2308
1365,Cookbook 729,Books,56.03,2207
1366,Running Shoes 545,Sports,73.5,4043
1367,Blender 060,Home & Kitchen,288.96,1214
1368,Body Lotion 505,Beauty,31.74,1577
1369,Swim Goggles 255,Sports,147.95,1848
1370,Boots 281,Clothing,88.77,2058
1371,Toaster 203,Home & Kitchen,47.74,1481
1372,Speaker 911,Electronics,1177.74,1417
1373,Moisturizer 263,Beauty,11.0,3997
1374,Boots 340,Clothing,295.52,196
1375,Jeans 642,Clothing,197.9,253
1376,Lamp 639,Home & Kitchen,98.41,3021
1377,Perfume 494,Beauty,69.21,3105
1378,Keyboard 276,Electronics,1863.76,3787
1379,Science Book 856,Books,53.52,2337
1380,Bicycle Helmet 597,Sports,26.44,6
1381,Monitor 469,Electronics,1876.32,4400
1382,Dumbbells 299,Sports,125.82,1698
1383,Textbook 663,Books,75.06,2200
1384,Laptop 613,Electronics,1783.68,3644
1385,Monitor 089,Electronics,161.21,4855
1386,Blanket 410,Home & Kitchen,278.36,2857
1387,Body Lotion 993,Beauty,47.2,637
1388,Water Bottle 459,Sports,275.4,457
1389,Shampoo 463,Beauty,81.35,111
1390,Knife Set 280,Home & Kitchen,406.82,922
1391,Webcam 820,Electronics,1947.21,3731
1392,Conditioner 768,Beauty,66.91,815
1393,Travel Guide 049,Books,25.32,25
1394,Charger 973,Electronics,1942.77,779
1395,Shampoo 151,Beauty,89.57,2852
1396,Biography 880,Books,73.25,4757
1397,Yoga Mat 873,Sports,106.56,4969
1398,Hoodie 288,Clothing,72.38,4717
1399,Dumbbells 176,Sports,309.43,1958
1400,Pillow 908,Home & Kitchen,66.21,1658
1401,Conditioner 600,Beauty,28.17,47
1402,Children's Book 061,Books,65.02,651
1403,Lip Balm 751,Beauty,5.07,1591
1404,Tablet 890,Electronics,1228.94,4613
1405,Vacuum 155,Home & Kitchen,22.23,3990
1406,Yoga Mat 308,Sports,133.03,1367
1407,Air Fryer 564,Home & Kitchen,301.6,4184
1408,Cookbook 460,Books,79.37,1764
1409,Children's Book 858,Books,37.63,4346
1410,Blender 013,Home & Kitchen,380.19,835
1411,Air Fryer 003,Home & Kitchen,380.77,13
1412,Headphones 694,Electronics,1071.59,4690
1413,Smartwatch 956,Electronics,1397.68,4606
1414,Science Book 481,Books,48.39,1647
1415,Self-Help Book 229,Books,77.78,1196
1416,Headphones 906,Electronics,333.26,4810
1417,Cookbook 894,Books,73.35,4865
1418,Jeans 668,Clothing,268.85,2258
1419,Blender 815,Home & Kitchen,269.78,4203
1420,Biography 926,Books,26.94,3784
1421,Lamp 029,Home & Kitchen,454.15,2140
1422,Sunscreen 904,Beauty,97.93,4680
1423,Running Shoes 429,Sports,111.13,4597
1424,Vacuum 972,Home & Kitchen,139.89,347
1425,Blanket 753,Home & Kitchen,279.8,2362
1426,Moisturizer 062,Beauty,44.02,2006
1427,Self-Help Book 049,Books,60.95,1909
1428,Speaker 409,Electronics,1041.83,4422
1429,Air Fryer 700,Home & Kitchen,326.36,4382
1430,Coffee Maker 278,Home & Kitchen,223.17,3106
1431,Headphones 956,Electronics,202.8,4934
1432,Smartphone 931,Electronics,727.83,3379
1433,Speaker 242,Electronics,1909.09,3246
1434,Travel Guide 235,Books,45.52,3620
1435,Sunscreen 340,Beauty,80.63,2515
1436,Self-Help Book 604,Books,65.36,2927
1437,Coffee Maker 626,Home & Kitchen,459.45,992
1438,Travel Guide 574,Books,74.69,1224
1439,Basketball 327,Sports,150.04,1746
1440,Tennis Racket 631,Sports,48.16,3704
1441,Face Mask 605,Beauty,39.66,1184
1442,Running Shoes 560,Sports,230.0,4004
1443,Shorts 595,Clothing,34.81,4615
1444,Eye Cream 844,Beauty,20.91,2215
1445,Tennis Racket 271,Sports,176.68,4593
1446,Hat 943,Clothing,136.45,846
1447,Jeans 398,Clothing,73.56,4137
1448,T-Shirt 152,Clothing,10.07,38
1449,Webcam 032,Electronics,312.46,3534
1450,Face Mask 461,Beauty,142.88,3596
1451,Running Shoes 437,Sports,356.99,2447
1452,Running Shoes 415,Sports,73.93,4896
1453,Swim Goggles 278,Sports,385.06,1307
1454,Travel Guide 392,Books,17.61,3012
1455,Moisturizer 658,Beauty,61.34,4607
1456,Jeans 233,Clothing,206.09,2394
1457,Basketball 726,Sports,240.08,267
1458,Speaker 789,Electronics,1065.94,3738
1459,Sunscreen 579,Beauty,70.65,919
1460,Art Book 640,Books,78.1,1239
1461,Blender 362,Home & Kitchen,267.79,461
1462,Basketball 784,Sports,117.04,4468
1463,Dumbbells 763,Sports,326.62,2948
1464,Basketball 207,Sports,131.85,173
1465,Self-Help Book 756,Books,34.53,1818
1466,Smartphone 726,Electronics,1236.96,2525
1467,Charger 987,Electronics,1595.5,4469
1468,Textbook 979,Books,44.95,2138
1469,Shampoo 575,Beauty,82.34,2148
1470,Cookware Set 571,Home & Kitchen,438.45,4638
1471,Jacket 296,Clothing,140.18,2241
1472,Fiction Novel 011,Books,71.44,1686
1473,Tennis Racket 004,Sports,388.43,4798
1474,Science Book 008,Books,36.55,4311
1475,Moisturizer 890,Beauty,9.27,2743
1476,Body Lotion 211,Beauty,149.45,1931
1477,History Book 272,Books,12.36,2877
1478,Swim Goggles 314,Sports,51.79,2437
1479,Dress 415,Clothing,91.62,2669
1480,Jacket 644,Clothing,15.23,671
1481,History Book 349,Books,45.83,3594
1482,Travel Guide 483,Books,24.32,1664
1483,Cookbook 500,Books,30.52,3928
1484,Smartwatch 687,Electronics,581.52,3611
1485,Headphones 619,Electronics,602.88,3949
1486,Lip Balm 212,Beauty,126.02,4997
1487,Coffee Maker 987,Home & Kitchen,367.73,2409
1488,Charger 743,Electronics,1008.5,4988
1489,Smartphone 220,Electronics,569.1,116
1490,Conditioner 888,Beauty,67.8,2946
1491,Dumbbells 591,Sports,330.92,3135
1492,Cookbook 011,Books,20.5,2010
1493,Lip Balm 966,Beauty,112.86,1812
1494,Conditioner 212,Beauty,60.38,4854
1495,Smartphone 775,Electronics,634.18,429
1496,Self-Help Book 498,Books,65.3,904
1497,Smartwatch 335,Electronics,1520.42,3661
1498,Children's Book 400,Books,57.11,1501
1499,Smartphone 998,Electronics,1025.93,1772
1500,T-Shirt 800,Clothing,295.37,1456
1501,Blanket 515,Home & Kitchen,96.93,4590
1502,Textbook 385,Books,54.41,2775
1503,Shampoo 730,Beauty,100.99,3120
1504,Textbook 759,Books,75.15,2223
1505,Bicycle Helmet 454,Sports,84.01,1967
1506,Bicycle Helmet 152,Sports,271.82,2812
1507,Running Shoes 549,Sports,312.96,3437
1508,Textbook 833,Books,23.67,1737
1509,Resistance Bands 800,Sports,192.29,1516
1510,Vacuum 692,Home & Kitchen,391.7,3333
1511,Tablet 603,Electronics,988.51,2785
1512,Hat 503,Clothing,259.85,1619
1513,Jacket 722,Clothing,111.93,3360
1514,Self-Help Book 156,Books,68.23,2056
1515,Nail Polish 344,Beauty,71.96,4999
1516,Conditioner 067,Beauty,130.15,1244
1517,Speaker 422,Electronics,172.62,2953
1518,Boots 112,Clothing,167.64,35
1519,Lip Balm 506,Beauty,57.4,606
1520,Camping Tent 205,Sports,102.15,1676
1521,Vacuum 279,Home & Kitchen,342.24,2372
1522,Toaster 540,Home & Kitchen,441.46,4678
1523,Swim Goggles 082,Sports,305.14,210
1524,Travel Guide 796,Books,63.93,574
1525,History Book 637,Books,32.26,1796
1526,Laptop 420,Electronics,1099.21,2943
1527,Speaker 608,Electronics,122.94,3609
1528,Bicycle Helmet 683,Sports,60.03,4895
1529,Body Lotion 312,Beauty,48.74,4088
1530,Smartphone 136,Electronics,1101.32,1020
1531,Toaster 767,Home & Kitchen,110.83,4894
1532,Dumbbells 102,Sports,343.73,3386
1533,Science Book 812,Books,63.29,2148
1534,Cookware Set 830,Home & Kitchen,36.0,2008
1535,Self-Help Book 587,Books,47.52,2982
1536,Toaster 074,Home & Kitchen,478.49,4164
1537,Socks 234,Clothing,278.82,3397
1538,Textbook 009,Books,41.98,2062
1539,Camping Tent 728,Sports,283.41,1028
1540,Shorts 199,Clothing,62.76,2625
1541,Speaker 189,Electronics,961.16,3573
1542,Keyboard 989,Electronics,464.36,4101
1543,Science Book 857,Books,68.32,3758
1544,Travel Guide 515,Books,35.15,3220
1545,Face Mask 535,Beauty,34.09,4687
1546,Basketball 656,Sports,89.86,4640
1547,Conditioner 410,Beauty,73.44,1479
1548,Yoga Mat 146,Sports,254.31,914
1549,Shorts 980,Clothing,112.85,1144
1550,Laptop 804,Electronics,361.95,544
1551,Camping Tent 501,Sports,76.81,2029
1552,Face Mask 188,Beauty,53.69,817
1553,Perfume 576,Beauty,82.0,2092
1554,Fiction Novel 704,Books,59.63,851
1555,Swim Goggles 847,Sports,76.32,332
1556,Monitor 232,Electronics,1622.42,3748
1557,Bicycle Helmet 212,Sports,220.29,2312
1558,Smartphone 222,Electronics,676.83,1012
1559,Dumbbells 065,Sports,195.58,1573
1560,Toaster 916,Home & Kitchen,124.13,3975
1561,Lip Balm 489,Beauty,126.97,530
1562,Hat 473,Clothing,203.76,5
1563,T-Shirt 494,Clothing,65.11,3964
1564,T-Shirt 297,Clothing,124.99,2705
1565,Yoga Mat 787,Sports,112.73,810
1566,Body Lotion 243,Beauty,133.07,3920
1567,Swim Goggles 728,Sports,263.06,418
1568,Yoga Mat 123,Sports,179.02,3194
1569,Coffee Maker 311,Home & Kitchen,481.34,2021
1570,Water Bottle 784,Sports,89.07,244
1571,Camping Tent 992,Sports,239.96,3590
1572,Blanket 665,Home & Kitchen,485.95,3431
1573,Basketball 638,Sports,23.8,4713
1574,Shorts 233,Clothing,148.45,22
1575,Dress 391,Clothing,105.01,4448
1576,Knife Set 231,Home & Kitchen,305.13,3387
1577,History Book 924,Books,12.08,246
1578,Perfume 711,Beauty,75.56,3805
1579,Jeans 120,Clothing,191.17,191
1580,Yoga Mat 459,Sports,107.31,233
1581,Air Fryer 707,Home & Kitchen,169.84,4970
1582,Bicycle Helmet 562,Sports,151.58,2807
1583,Running Shoes 888,Sports,385.05,858
1584,Yoga Mat 060,Sports,139.25,572
1585,Blender 647,Home & Kitchen,441.6,4941
1586,Charger 061,Electronics,1075.5,4552
1587,Lamp 720,Home & Kitchen,342.57,4325
1588,Smartwatch 513,Electronics,1697.62,1019
1589,Air Fryer 598,Home & Kitchen,427.59,4303
1590,Lamp 484,Home & Kitchen,106.17,1218
1591,Bicycle Helmet 527,Sports,215.45,106
1592,Socks 463,Clothing,179.25,3495
1593,Self-Help Book 252,Books,72.61,1339
1594,Body Lotion 071,Beauty,54.34,2897
1595,Nail Polish 850,Beauty,47.02,3995
1596,Eye Cream 819,Beauty,148.88,3852
1597,Travel Guide 376,Books,70.79,2516
1598,Travel Guide 031,Books,74.89,2248
1599,History Book 220,Books,52.48,3125
1600,Fiction Novel 550,Books,77.04,2899
1601,Vacuum 061,Home & Kitchen,466.14,4254
1602,Nail Polish 425,Beauty,51.19,3067
1603,Cookware Set 490,Home & Kitchen,83.17,3963
1604,Art Book 115,Books,38.24,1009
1605,Socks 437,Clothing,209.72,1587
1606,Shampoo 353,Beauty,24.39,4108
1607,Face Mask 244,Beauty,46.12,3934
1608,Hoodie 958,Clothing,236.8,161
1609,Lamp 628,Home & Kitchen,287.3,2087
1610,Smartphone 885,Electronics,1928.51,96
1611,Coffee Maker 824,Home & Kitchen,222.81,1950
1612,Moisturizer 102,Beauty,77.23,2777
1613,Boots 423,Clothing,72.99,3701
1614,Body Lotion 277,Beauty,70.23,4667
1615,Cookware Set 080,Home & Kitchen,282.87,2036
1616,Dress 117,Clothing,130.29,293
1617,Moisturizer 498,Beauty,75.29,2123
1618,Sneakers 775,Clothing,295.78,3608
1619,Air Fryer 376,Home & Kitchen,360.82,304
1620,Self-Help Book 446,Books,23.61,755
1621,Jeans 866,Clothing,130.67,4577
1622,Camping Tent 727,Sports,151.47,2518
1623,Toaster 207,Home & Kitchen,442.33,3535
1624,Camping Tent 893,Sports,176.58,3759
1625,Self-Help Book 697,Books,17.54,122
1626,Toaster 495,Home & Kitchen,444.24,560
1627,Shampoo 306,Beauty,15.67,139
1628,Speaker 290,Electronics,1860.92,179
1629,Knife Set 019,Home & Kitchen,403.67,160
1630,Running Shoes 809,Sports,35.55,1493
1631,Face Mask 881,Beauty,40.82,4414
1632,Lip Balm 445,Beauty,12.59,56
1633,Tennis Racket 621,Sports,72.74,154
1634,Moisturizer 293,Beauty,66.21,3508
1635,Yoga Mat 564,Sports,51.08,4731
1636,Jacket 394,Clothing,76.39,3574
1637,Camping Tent 970,Sports,285.69,3844
1638,Keyboard 337,Electronics,1311.7,4521
1639,Air Fryer 544,Home & Kitchen,50.41,1900
1640,Blanket 037,Home & Kitchen,78.9,2603
1641,Charger 216,Electronics,1387.71,313
1642,Eye Cream 082,Beauty,6.87,1729
1643,Face Mask 423,Beauty,35.65,3824
1644,Swim Goggles 058,Sports,262.44,3852
1645,Swim Goggles 147,Sports,333.5,1062
1646,Toaster 609,Home & Kitchen,81.03,8
1647,Blanket 325,Home & Kitchen,114.03,4232
1648,Pillow 955,Home & Kitchen,178.0,920
1649,History Book 288,Books,45.62,123
1650,Nail Polish 184,Beauty,78.99,1279
1651,Monitor 950,Electronics,1272.14,1332
1652,Water Bottle 483,Sports,250.81,3711
1653,Conditioner 370,Beauty,58.31,1217
1654,Smartphone 821,Electronics,440.04,3157
1655,Jacket 045,Clothing,63.45,3035
1656,Fiction Novel 179,Books,40.31,2838
1657,Blanket 562,Home & Kitchen,475.46,2980
1658,Fiction Novel 062,Books,71.74,4477
1659,Yoga Mat 314,Sports,264.66,4491
1660,Basketball 328,Sports,228.9,3624
1661,Children's Book 964,Books,57.7,2656
1662,Travel Guide 612,Books,49.46,1893
1663,Toaster 032,Home & Kitchen,482.51,1615
1664,Air Fryer 356,Home & Kitchen,327.96,1626
1665,History Book 193,Books,55.55,4364
1666,Water Bottle 982,Sports,175.25,2586
1667,Fiction Novel 030,Books,60.15,1512
1668,Fiction Novel 256,Books,60.15,4932
1669,Laptop 083,Electronics,916.66,718
1670,Art Book 418,Books,67.2,4504
1671,T-Shirt 252,Clothing,34.95,4819
1672,Blender 251,Home & Kitchen,280.41,769
1673,Shampoo 375,Beauty,100.65,2935
1674,Shorts 819,Clothing,62.54,4105
1675,Perfume 682,Beauty,124.54,1424
1676,Self-Help Book 858,Books,38.91,4509
1677,Basketball 558,Sports,293.38,2948
1678,Body Lotion 204,Beauty,131.58,2531
1679,Bicycle Helmet 385,Sports,41.19,3711
1680,Lip Balm 897,Beauty,41.37,4753
1681,Blender 364,Home & Kitchen,443.43,3450
1682,Camping Tent 982,Sports,330.27,664
1683,Science Book 011,Books,75.03,3276
1684,Blanket 733,Home & Kitchen,357.58,3473
1685,Face Mask 127,Beauty,67.06,2195
1686,Running Shoes 321,Sports,39.58,560
1687,Bicycle Helmet 569,Sports,275.22,798
1688,Hat 359,Clothing,158.49,3625
1689,Nail Polish 953,Beauty,60.4,4844
1690,Boots 291,Clothing,11.5,4059
1691,Air Fryer 161,Home & Kitchen,131.74,4069
1692,Cookware Set 475,Home & Kitchen,244.35,4456
1693,Socks 427,Clothing,187.27,2688
1694,Sneakers 161,Clothing,209.66,3133
1695,Charger 672,Electronics,1243.13,489
1696,Yoga Mat 354,Sports,369.92,3333
1697,Self-Help Book 439,Books,48.78,3968
1698,Perfume 731,Beauty,136.43,1166
1699,Perfume 752,Beauty,114.13,1516
1700,Toaster 588,Home & Kitchen,103.24,4086
1701,Keyboard 235,Electronics,1489.92,2108
1702,Body Lotion 320,Beauty,63.91,3840
1703,Conditioner 463,Beauty,97.43,3868
1704,Webcam 052,Electronics,115.38,1746
1705,Knife Set 802,Home & Kitchen,403.36,1085
1706,Webcam 342,Electronics,1731.54,1594
1707,Shorts 085,Clothing,89.44,2902
1708,Dress 147,Clothing,279.7,1481
1709,Monitor 385,Electronics,1964.56,1988
1710,T-Shirt 618,Clothing,14.47,3664
1711,Tennis Racket 376,Sports,399.63,1719
1712,Fiction Novel 439,Books,19.94,1626
1713,Webcam 673,Electronics,1315.92,4480
1714,Monitor 203,Electronics,1742.09,2189
1715,Running Shoes 787,Sports,133.11,4004
1716,Camping Tent 308,Sports,39.5,4336
1717,Jacket 465,Clothing,278.36,1248
1718,Air Fryer 596,Home & Kitchen,439.21,3972
1719,Headphones 629,Electronics,1308.99,3669
1720,Knife Set 046,Home & Kitchen,339.88,3609
1721,Science Book 957,Books,10.24,1563
1722,Boots 361,Clothing,56.51,1320
1723,Sneakers 175,Clothing,147.09,2789
1724,Air Fryer 977,Home & Kitchen,267.0,4772
1725,Knife Set 237,Home & Kitchen,146.2,2650
1726,T-Shirt 509,Clothing,253.53,558
1727,Blanket 126,Home & Kitchen,225.77,866
1728,Lamp 415,Home & Kitchen,289.57,611
1729,Cookware Set 694,Home & Kitchen,195.3,3821
1730,Toaster 832,Home & Kitchen,425.65,1439
1731,Jeans 591,Clothing,131.56,2807
1732,Sneakers 867,Clothing,46.62,3217
1733,Travel Guide 792,Books,62.43,4804
1734,Nail Polish 331,Beauty,76.48,2233
1735,Smartphone 999,Electronics,541.63,3615
1736,Knife Set 086,Home & Kitchen,74.61,2298
1737,Yoga Mat 635,Sports,349.18,3049
1738,Body Lotion 764,Beauty,113.67,4671
1739,Moisturizer 377,Beauty,7.26,2976
1740,Conditioner 285,Beauty,96.92,2313
1741,Lip Balm 647,Beauty,74.19,3101
1742,Face Mask 387,Beauty,78.59,3031
1743,Webcam 630,Electronics,1950.15,571
1744,Children's Book 146,Books,10.35,3190
1745,Shorts 452,Clothing,224.31,2990
1746,Perfume 384,Beauty,103.46,717
1747,Monitor 914,Electronics,451.66,599
1748,Fiction Novel 280,Books,20.78,3925
1749,Toaster 058,Home & Kitchen,244.84,1342
1750,Toaster 811,Home & Kitchen,54.7,3888
1751,Sneakers 463,Clothing,196.84,4560
1752,Travel Guide 857,Books,60.24,4510
1753,Shorts 936,Clothing,232.63,4238
1754,Swim Goggles 618,Sports,326.99,1052
1755,Self-Help Book 019,Books,74.6,656
1756,Dress 157,Clothing,201.54,74
1757,Face Mask 988,Beauty,5.24,1877
1758,Blanket 523,Home & Kitchen,154.76,2824
1759,Yoga Mat 406,Sports,168.98,682
1760,Air Fryer 715,Home & Kitchen,349.88,3127
1761,Tennis Racket 253,Sports,333.93,12
1762,Air Fryer 269,Home & Kitchen,34.24,3343
1763,Children's Book 261,Books,65.29,3819
1764,Biography 296,Books,35.98,4502
1765,Smartphone 603,Electronics,793.44,3661
1766,Textbook 325,Books,23.75,1186
1767,Dumbbells 891,Sports,212.73,493
1768,Sunscreen 318,Beauty,50.96,3591
1769,Textbook 062,Books,45.25,3880
1770,T-Shirt 944,Clothing,26.79,3440
1771,Tennis Racket 462,Sports,82.2,40
1772,Speaker 580,Electronics,919.15,4743
1773,Monitor 029,Electronics,1379.21,911
1774,Coffee Maker 802,Home & Kitchen,336.4,485
1775,Water Bottle 559,Sports,81.67,45
1776,Eye Cream 684,Beauty,120.88,1640
1777,Running Shoes 389,Sports,385.51,2732
1778,Coffee Maker 108,Home & Kitchen,334.47,3982
1779,Nail Polish 844,Beauty,73.86,2545
1780,Socks 099,Clothing,101.69,748
1781,Smartphone 875,Electronics,1633.42,4396
1782,Vacuum 375,Home & Kitchen,393.62,3536
1783,Sneakers 409,Clothing,277.01,4111
1784,Hoodie 511,Clothing,268.76,1777
1785,Fiction Novel 780,Books,44.51,634
1786,T-Shirt 626,Clothing,204.75,1091
1787,Sneakers 146,Clothing,85.78,4429
1788,Swim Goggles 664,Sports,287.61,1956
1789,Self-Help Book 472,Books,43.46,4695
1790,Smartwatch 746,Electronics,1697.86,2000
1791,Bicycle Helmet 936,Sports,126.7,3443
1792,Charger 406,Electronics,743.13,4384
1793,Eye Cream 590,Beauty,122.23,58
1794,Yoga Mat 595,Sports,79.73,4908
1795,Travel Guide 090,Books,68.83,2250
1796,Body Lotion 701,Beauty,110.06,3354
1797,Socks 292,Clothing,264.14,3997
1798,Webcam 521,Electronics,133.55,2444
1799,Face Mask 081,Beauty,140.75,735
1800,Coffee Maker 338,Home & Kitchen,76.82,1446
1801,Air Fryer 740,Home & Kitchen,380.36,3895
1802,Children's Book 397,Books,52.94,2353
1803,Boots 172,Clothing,44.55,1023
1804,Basketball 018,Sports,218.51,3746
1805,Speaker 348,Electronics,580.72,4774
1806,Tablet 630,Electronics,1677.52,4009
1807,Art Book 220,Books,61.5,3016
1808,Running Shoes 654,Sports,82.7,813
1809,Dumbbells 219,Sports,194.53,2091
1810,Perfume 217,Beauty,124.03,986
